AA_count_genomic	AA_count_sample	AA_coverage	AA_percent_genomic	AA_percent_sample	AC_count_genomic	AC_count_sample	AC_coverage	AC_percent_genomic	AC_percent_sample	AG_count_genomic	AG_count_sample	AG_coverage	AG_percent_genomic	AG_percent_sample	AT_count_genomic	AT_count_sample	AT_coverage	AT_percent_genomic	AT_percent_sample	A_count_genomic	A_count_sample	A_coverage	A_percent_genomic	A_percent_sample	CA_count_genomic	CA_count_sample	CA_coverage	CA_percent_genomic	CA_percent_sample	CC_count_genomic	CC_count_sample	CC_coverage	CC_percent_genomic	CC_percent_sample	CG_count_genomic	CG_count_sample	CG_coverage	CG_percent_genomic	CG_percent_sample	CT_count_genomic	CT_count_sample	CT_coverage	CT_percent_genomic	CT_percent_sample	C_count_genomic	C_count_sample	C_coverage	C_percent_genomic	C_percent_sample	GA_count_genomic	GA_count_sample	GA_coverage	GA_percent_genomic	GA_percent_sample	GC_count_genomic	GC_count_sample	GC_coverage	GC_percent_genomic	GC_percent_sample	GG_count_genomic	GG_count_sample	GG_coverage	GG_percent_genomic	GG_percent_sample	GT_count_genomic	GT_count_sample	GT_coverage	GT_percent_genomic	GT_percent_sample	G_count_genomic	G_count_sample	G_coverage	G_percent_genomic	G_percent_sample	Sample	TA_count_genomic	TA_count_sample	TA_coverage	TA_percent_genomic	TA_percent_sample	TC_count_genomic	TC_count_sample	TC_coverage	TC_percent_genomic	TC_percent_sample	TG_count_genomic	TG_count_sample	TG_coverage	TG_percent_genomic	TG_percent_sample	TT_count_genomic	TT_count_sample	TT_coverage	TT_percent_genomic	TT_percent_sample	T_count_genomic	T_count_sample	T_coverage	T_percent_genomic	T_percent_sample
lambda.cfDNA000067_S19-subsamp18M-s18_R1_001_val_1	2720847	736.957	7.61	5.37	2573	3070240	1193.253	5.31	6.06	2732	2846470	1041.900	5.63	5.62	3337	2910155	872.087	6.88	5.75	12334	11757744	953.279	25.43	22.69	3216	3995076	1242.250	6.63	7.89	2497	3098572	1240.918	5.15	6.12	3113	3725423	1196.731	6.42	7.36	2536	2797921	1103.281	5.23	5.53	11362	13877078	1221.359	23.43	26.78	3256	3060264	939.885	6.71	6.04	3615	4480584	1239.442	7.45	8.85	3180	3382268	1063.606	6.56	6.68	2768	3156010	1140.177	5.71	6.23	12820	14422880	1125.030	26.43	27.84		2170	1685113	776.550	4.47	3.33	2677	2911238	1087.500	5.52	5.75	3794	4119895	1085.897	7.82	8.14	3345	2679085	800.922	6.90	5.29	11986	11753472	980.600	24.71	22.69
lambda.cfDNA000068_S4-subsamp18M-s18_R1_001_val_1	2745839	743.727	7.61	5.33	2573	3125252	1214.634	5.31	6.07	2732	2894096	1059.332	5.63	5.62	3337	2941867	881.590	6.88	5.71	12334	11921347	966.543	25.43	22.62	3216	4072540	1266.337	6.63	7.91	2497	3175752	1271.827	5.15	6.16	3113	3809316	1223.680	6.42	7.39	2536	2841303	1120.388	5.23	5.52	11362	14163327	1246.552	23.43	26.87	3256	3099369	951.895	6.71	6.02	3615	4584339	1268.144	7.45	8.90	3180	3463907	1089.279	6.56	6.72	2768	3216912	1162.179	5.71	6.24	12820	14715162	1147.829	26.43	27.92		2170	1701493	784.098	4.47	3.30	2677	2958229	1105.054	5.52	5.74	3794	4187714	1103.773	7.82	8.13	3345	2697328	806.376	6.90	5.24	11986	11908769	993.557	24.71	22.59
lambda.cfDNA000069_S5-subsamp18M-s18_R1_001_val_1	156113	42.284	7.61	5.26	2573	179917	69.925	5.31	6.06	2732	165933	60.737	5.63	5.59	3337	168516	50.499	6.88	5.67	12334	682687	55.350	25.43	22.46	3216	234178	72.817	6.63	7.88	2497	184197	73.767	5.15	6.20	3113	219665	70.564	6.42	7.39	2536	164571	64.894	5.23	5.54	11362	817774	71.974	23.43	26.90	3256	177929	54.646	6.71	5.99	3615	264726	73.230	7.45	8.91	3180	200549	63.066	6.56	6.75	2768	186272	67.295	5.71	6.27	12820	849801	66.287	26.43	27.96		2170	97076	44.735	4.47	3.27	2677	170718	63.772	5.52	5.75	3794	242315	63.868	7.82	8.16	3345	157788	47.171	6.90	5.31	11986	689348	57.513	24.71	22.68
lambda.cfDNA000071_S6-subsamp18M-s18_R1_001_val_1	2792146	756.269	7.61	5.36	2573	3165686	1230.348	5.31	6.08	2732	2926064	1071.034	5.63	5.62	3337	2995548	897.677	6.88	5.75	12334	12090131	980.228	25.43	22.68	3216	4108072	1277.386	6.63	7.89	2497	3181765	1274.235	5.15	6.11	3113	3822842	1228.025	6.42	7.34	2536	2868924	1131.279	5.23	5.51	11362	14255048	1254.625	23.43	26.75	3256	3137863	963.717	6.71	6.02	3615	4595669	1271.278	7.45	8.82	3180	3494463	1098.888	6.56	6.71	2768	3271932	1182.056	5.71	6.28	12820	14852501	1158.541	26.43	27.87		2170	1745716	804.477	4.47	3.35	2677	2992495	1117.854	5.52	5.75	3794	4235208	1116.291	7.82	8.13	3345	2752669	822.920	6.90	5.28	11986	12099997	1009.511	24.71	22.70
lambda.cfDNA000072_S4-subsamp18M-s18_R1_001_val_1	962631	260.734	7.61	5.47	2573	1080647	419.995	5.31	6.14	2732	992363	363.237	5.63	5.64	3337	1009064	302.387	6.88	5.74	12334	4113482	333.508	25.43	22.86	3216	1378734	428.711	6.63	7.84	2497	1071488	429.110	5.15	6.09	3113	1295282	416.088	6.42	7.36	2536	944959	372.618	5.23	5.37	11362	4784331	421.082	23.43	26.59	3256	1073943	329.835	6.71	6.11	3615	1547888	428.185	7.45	8.80	3180	1206268	379.330	6.56	6.86	2768	1110185	401.078	5.71	6.31	12820	5049137	393.848	26.43	28.06		2170	589012	271.434	4.47	3.35	2677	983129	367.250	5.52	5.59	3794	1425591	375.749	7.82	8.11	3345	915974	273.834	6.90	5.21	11986	4047494	337.685	24.71	22.49
lambda.cfDNA000073_S5-subsamp18M-s18_R1_001_val_1	768834	208.243	7.61	5.34	2573	880937	342.377	5.31	6.12	2732	807768	295.669	5.63	5.61	3337	824560	247.096	6.88	5.73	12334	3339663	270.769	25.43	22.68	3216	1131547	351.849	6.63	7.86	2497	887702	355.507	5.15	6.17	3113	1063521	341.639	6.42	7.39	2536	777529	306.597	5.23	5.40	11362	3935929	346.412	23.43	26.72	3256	872111	267.847	6.71	6.06	3615	1279334	353.896	7.45	8.89	3180	990067	311.342	6.56	6.88	2768	908147	328.088	5.71	6.31	12820	4142714	323.145	26.43	28.13		2170	480522	221.439	4.47	3.34	2677	804219	300.418	5.52	5.59	3794	1174032	309.444	7.82	8.16	3345	743386	222.238	6.90	5.16	11986	3309740	276.134	24.71	22.47
lambda.cfDNA000074_S6-subsamp18M-s18_R1_001_val_1	528751	143.215	7.61	5.41	2573	597443	232.197	5.31	6.11	2732	550295	201.426	5.63	5.63	3337	557291	167.004	6.88	5.70	12334	2271568	184.171	25.43	22.70	3216	761400	236.754	6.63	7.79	2497	596778	238.998	5.15	6.10	3113	722559	232.110	6.42	7.39	2536	528164	208.267	5.23	5.40	11362	2661213	234.220	23.43	26.59	3256	597135	183.395	6.71	6.11	3615	862663	238.634	7.45	8.82	3180	677394	213.017	6.56	6.93	2768	620690	224.238	5.71	6.35	12820	2820360	219.997	26.43	28.18		2170	324543	149.559	4.47	3.32	2677	547729	204.606	5.52	5.60	3794	795085	209.564	7.82	8.13	3345	511317	152.860	6.90	5.23	11986	2253969	188.050	24.71	22.52
lambda.cfDNA000075_S20-subsamp18M-s18_R1_001_val_1	456779	123.721	7.61	5.74	2573	490371	190.583	5.31	6.17	2732	451865	165.397	5.63	5.68	3337	465312	139.440	6.88	5.85	12334	1895646	153.693	25.43	23.31	3216	618844	192.427	6.63	7.78	2497	467276	187.135	5.15	5.88	3113	577539	185.525	6.42	7.26	2536	422026	166.414	5.23	5.31	11362	2127588	187.255	23.43	26.16	3256	497413	152.768	6.71	6.26	3615	679354	187.926	7.45	8.54	3180	535744	168.473	6.56	6.74	2768	502442	181.518	5.71	6.32	12820	2265751	176.736	26.43	27.86		2170	273546	126.058	4.47	3.44	2677	444177	165.923	5.52	5.59	3794	645089	170.029	7.82	8.11	3345	423361	126.565	6.90	5.32	11986	1844941	153.925	24.71	22.68
lambda.cfDNA000076_S7-subsamp18M-s18_R1_001_val_1	624589	169.174	7.61	5.43	2573	703980	273.603	5.31	6.12	2732	648873	237.508	5.63	5.65	3337	654873	196.246	6.88	5.70	12334	2677091	217.050	25.43	22.76	3216	896553	278.779	6.63	7.80	2497	698909	279.899	5.15	6.08	3113	850412	273.181	6.42	7.40	2536	619124	244.134	5.23	5.39	11362	3126129	275.139	23.43	26.58	3256	705914	216.804	6.71	6.14	3615	1013429	280.340	7.45	8.82	3180	797468	250.776	6.56	6.94	2768	727232	262.728	5.71	6.33	12820	3318459	258.850	26.43	28.22		2170	379903	175.071	4.47	3.31	2677	643297	240.305	5.52	5.60	3794	934216	246.235	7.82	8.13	3345	594990	177.874	6.90	5.18	11986	2639581	220.222	24.71	22.44
lambda.cfDNA000077_S21-subsamp18M-s18_R1_001_val_1	1576258	426.939	7.61	5.41	2573	1789589	695.526	5.31	6.15	2732	1634339	598.221	5.63	5.61	3337	1662583	498.227	6.88	5.71	12334	6774815	549.280	25.43	22.74	3216	2287924	711.419	6.63	7.86	2497	1793755	718.364	5.15	6.16	3113	2153358	691.731	6.42	7.40	2536	1581571	623.648	5.23	5.43	11362	7972603	701.690	23.43	26.76	3256	1764004	541.770	6.71	6.06	3615	2568731	710.576	7.45	8.82	3180	1982793	623.520	6.56	6.81	2768	1831537	661.682	5.71	6.29	12820	8334255	650.098	26.43	27.98		2170	968191	446.171	4.47	3.33	2677	1650710	616.627	5.52	5.67	3794	2347785	618.815	7.82	8.06	3345	1521698	454.917	6.90	5.23	11986	6708793	559.719	24.71	22.52
lambda.cfDNA000078_S7-subsamp18M-s18_R1_001_val_1	1066578	288.889	7.61	5.31	2573	1238265	481.253	5.31	6.16	2732	1122555	410.891	5.63	5.58	3337	1136582	340.600	6.88	5.65	12334	4641966	376.355	25.43	22.56	3216	1582629	492.111	6.63	7.87	2497	1252896	501.761	5.15	6.23	3113	1495665	480.458	6.42	7.44	2536	1099964	433.740	5.23	5.47	11362	5538655	487.472	23.43	26.92	3256	1211938	372.217	6.71	6.03	3615	1791283	495.514	7.45	8.91	3180	1383765	435.146	6.56	6.88	2768	1261879	455.881	5.71	6.28	12820	5777670	450.676	26.43	28.08		2170	658013	303.232	4.47	3.27	2677	1139276	425.579	5.52	5.67	3794	1622460	427.638	7.82	8.07	3345	1040964	311.200	6.90	5.18	11986	4614740	385.011	24.71	22.43
lambda.cfDNA000079_S8-subsamp18M-s18_R1_001_val_1	1916666	519.140	7.61	5.36	2573	2177050	846.113	5.31	6.09	2732	2009522	735.550	5.63	5.62	3337	2051761	614.852	6.88	5.74	12334	8298908	672.848	25.43	22.69	3216	2823850	878.063	6.63	7.90	2497	2186791	875.767	5.15	6.12	3113	2625771	843.486	6.42	7.35	2536	1965897	775.196	5.23	5.50	11362	9790714	861.707	23.43	26.77	3256	2155299	661.947	6.71	6.03	3615	3156737	873.233	7.45	8.83	3180	2402164	755.397	6.56	6.72	2768	2242424	810.124	5.71	6.27	12820	10196712	795.375	26.43	27.88		2170	1191450	549.055	4.47	3.33	2677	2052153	766.587	5.52	5.74	3794	2901447	764.746	7.82	8.12	3345	1880855	562.288	6.90	5.26	11986	8284140	691.151	24.71	22.65
lambda.cfDNA000080_S8-subsamp18M-s18_R1_001_val_1	261299	70.774	7.61	5.37	2573	300153	116.655	5.31	6.16	2732	273883	100.250	5.63	5.62	3337	276032	82.719	6.88	5.67	12334	1130091	91.624	25.43	22.68	3216	382760	119.017	6.63	7.86	2497	301811	120.869	5.15	6.20	3113	361208	116.032	6.42	7.42	2536	265416	104.659	5.23	5.45	11362	1336869	117.661	23.43	26.83	3256	296004	90.910	6.71	6.08	3615	430304	119.033	7.45	8.84	3180	332036	104.414	6.56	6.82	2768	306206	110.624	5.71	6.29	12820	1395831	108.879	26.43	28.01		2170	160359	73.898	4.47	3.29	2677	276288	103.208	5.52	5.67	3794	392253	103.388	7.82	8.05	3345	254174	75.986	6.90	5.22	11986	1120395	93.475	24.71	22.48
lambda.cfDNA000081_S9-subsamp18M-s18_R1_001_val_1	1265586	342.791	7.61	5.46	2573	1454802	565.411	5.31	6.28	2732	1285866	470.668	5.63	5.55	3337	1316036	394.377	6.88	5.68	12334	5404738	438.198	25.43	22.80	3216	1812589	563.616	6.63	7.82	2497	1419997	568.681	5.15	6.13	3113	1717572	551.742	6.42	7.41	2536	1248304	492.233	5.23	5.39	11362	6330363	557.152	23.43	26.71	3256	1380999	424.140	6.71	5.96	3615	2031867	562.066	7.45	8.77	3180	1569746	493.631	6.56	6.78	2768	1489189	538.002	5.71	6.43	12820	6600438	514.855	26.43	27.84		2170	790467	364.271	4.47	3.41	2677	1301926	486.338	5.52	5.62	3794	1849491	487.478	7.82	7.98	3345	1233362	368.718	6.90	5.32	11986	5369037	447.942	24.71	22.65
lambda.cfDNA000082_S9-subsamp18M-s18_R1_001_val_1	2314983	627.027	7.61	5.39	2573	2632289	1023.043	5.31	6.13	2732	2414495	883.783	5.63	5.62	3337	2451006	734.494	6.88	5.71	12334	9979072	809.070	25.43	22.71	3216	3366860	1046.909	6.63	7.84	2497	2630968	1053.652	5.15	6.13	3113	3173750	1019.515	6.42	7.39	2536	2322410	915.777	5.23	5.41	11362	11724891	1031.939	23.43	26.68	3256	2612410	802.337	6.71	6.08	3615	3802634	1051.904	7.45	8.85	3180	2962582	931.630	6.56	6.90	2768	2709280	978.786	5.71	6.31	12820	12362057	964.279	26.43	28.13		2170	1422659	655.603	4.47	3.31	2677	2410817	900.567	5.52	5.61	3794	3485137	918.592	7.82	8.11	3345	2239569	669.527	6.90	5.21	11986	9883994	824.628	24.71	22.49
lambda.cfDNA000083_S22-subsamp18M-s18_R1_001_val_1	1712317	463.791	7.61	5.52	2573	1913176	743.558	5.31	6.16	2732	1747294	639.566	5.63	5.63	3337	1785626	535.099	6.88	5.75	12334	7278647	590.129	25.43	22.92	3216	2431095	755.938	6.63	7.83	2497	1880230	752.996	5.15	6.06	3113	2277927	731.747	6.42	7.34	2536	1673304	659.820	5.23	5.39	11362	8429337	741.888	23.43	26.54	3256	1895444	582.139	6.71	6.11	3615	2708426	749.219	7.45	8.73	3180	2110460	663.667	6.56	6.80	2768	1959198	707.803	5.71	6.31	12820	8870807	691.951	26.43	27.93		2170	1049094	483.453	4.47	3.38	2677	1747727	652.868	5.52	5.63	3794	2506210	660.572	7.82	8.07	3345	1640843	490.536	6.90	5.29	11986	7178269	598.888	24.71	22.60
lambda.cfDNA000085_S10-subsamp18M-s18_R1_001_val_1	397129	107.565	7.61	5.40	2573	453003	176.060	5.31	6.15	2732	413046	151.188	5.63	5.61	3337	418355	125.369	6.88	5.68	12334	1709707	138.617	25.43	22.70	3216	573666	178.379	6.63	7.79	2497	449756	180.119	5.15	6.11	3113	546930	175.692	6.42	7.43	2536	396212	156.235	5.23	5.38	11362	2005789	176.535	23.43	26.63	3256	449606	138.085	6.71	6.11	3615	649433	179.650	7.45	8.82	3180	508361	159.862	6.56	6.91	2768	467170	168.775	5.71	6.35	12820	2120044	165.370	26.43	28.15		2170	243746	112.325	4.47	3.31	2677	412099	153.941	5.52	5.60	3794	595524	156.965	7.82	8.09	3345	386050	115.411	6.90	5.25	11986	1695546	141.461	24.71	22.51
lambda.cfDNA000086_S24-subsamp18M-s18_R1_001_val_1	4104702	1111.783	7.61	5.40	2573	4672113	1815.823	5.31	6.14	2732	4272283	1563.793	5.63	5.62	3337	4337939	1299.952	6.88	5.70	12334	17682563	1433.644	25.43	22.72	3216	5975537	1858.065	6.63	7.86	2497	4666429	1868.814	5.15	6.14	3113	5622238	1806.051	6.42	7.39	2536	4133994	1630.124	5.23	5.44	11362	20802736	1830.904	23.43	26.73	3256	4618651	1418.505	6.71	6.07	3615	6718045	1858.380	7.45	8.83	3180	5182830	1629.821	6.56	6.81	2768	4785865	1728.997	5.71	6.29	12820	21796004	1700.156	26.43	28.01		2170	2518891	1160.779	4.47	3.31	2677	4297355	1605.288	5.52	5.65	3794	6160083	1623.638	7.82	8.10	3345	3993823	1193.968	6.90	5.25	11986	17542026	1463.543	24.71	22.54
lambda.cfDNA000087_S10-subsamp18M-s18_R1_001_val_1	854975	231.575	7.61	5.20	2573	1007900	391.722	5.31	6.13	2732	918025	336.027	5.63	5.59	3337	929118	278.429	6.88	5.65	12334	3777082	306.233	25.43	22.46	3216	1301298	404.632	6.63	7.92	2497	1026269	411.001	5.15	6.24	3113	1223490	393.026	6.42	7.44	2536	896887	353.662	5.23	5.46	11362	4533047	398.966	23.43	26.95	3256	985390	302.638	6.71	6.00	3615	1472621	407.364	7.45	8.96	3180	1135701	357.139	6.56	6.91	2768	1038640	375.231	5.71	6.32	12820	4739690	369.711	26.43	28.18		2170	537650	247.765	4.47	3.27	2677	930333	347.528	5.52	5.66	3794	1335321	351.956	7.82	8.13	3345	840589	251.297	6.90	5.11	11986	3768245	314.387	24.71	22.41
lambda.cfDNA000088_S11-subsamp18M-s18_R1_001_val_1	698371	189.158	7.61	5.22	2573	816648	317.391	5.31	6.10	2732	751283	274.994	5.63	5.61	3337	754417	226.076	6.88	5.63	12334	3073879	249.220	25.43	22.44	3216	1055399	328.171	6.63	7.88	2497	834899	334.361	5.15	6.24	3113	998952	320.897	6.42	7.46	2536	731156	288.311	5.23	5.46	11362	3689401	324.714	23.43	26.93	3256	805287	247.324	6.71	6.01	3615	1207569	334.044	7.45	9.02	3180	927656	291.716	6.56	6.93	2768	842214	304.268	5.71	6.29	12820	3873070	302.112	26.43	28.27		2170	436177	201.003	4.47	3.26	2677	749793	280.087	5.52	5.60	3794	1096238	288.940	7.82	8.19	3345	683193	204.243	6.90	5.10	11986	3063690	255.606	24.71	22.36
lambda.cfDNA000089_S25-subsamp18M-s18_R1_001_val_1	870483	235.775	7.61	5.24	2573	1016177	394.939	5.31	6.12	2732	932007	341.145	5.63	5.61	3337	938659	281.288	6.88	5.65	12334	3824343	310.065	25.43	22.51	3216	1309193	407.087	6.63	7.88	2497	1031059	412.919	5.15	6.21	3113	1234746	396.642	6.42	7.44	2536	905457	357.041	5.23	5.45	11362	4566625	401.921	23.43	26.88	3256	1004583	308.533	6.71	6.05	3615	1486548	411.217	7.45	8.95	3180	1142747	359.354	6.56	6.88	2768	1046524	378.079	5.71	6.30	12820	4789700	373.612	26.43	28.19		2170	542269	249.894	4.47	3.27	2677	933788	348.819	5.52	5.62	3794	1357346	357.761	7.82	8.17	3345	852934	254.988	6.90	5.14	11986	3809296	317.812	24.71	22.42
lambda.cfDNA000090_S12-subsamp18M-s18_R1_001_val_1	301473	81.656	7.61	5.27	2573	351763	136.713	5.31	6.15	2732	319710	117.024	5.63	5.59	3337	324368	97.203	6.88	5.67	12334	1319564	106.986	25.43	22.54	3216	448461	139.447	6.63	7.84	2497	353378	141.521	5.15	6.18	3113	426112	136.881	6.42	7.45	2536	311807	122.952	5.23	5.45	11362	1570183	138.196	23.43	26.83	3256	347303	106.666	6.71	6.07	3615	509207	140.859	7.45	8.90	3180	396008	124.531	6.56	6.92	2768	360801	130.347	5.71	6.31	12820	1650801	128.768	26.43	28.20		2170	188204	86.730	4.47	3.29	2677	322243	120.375	5.52	5.63	3794	464105	122.326	7.82	8.11	3345	294659	88.089	6.90	5.15	11986	1312802	109.528	24.71	22.43
lambda.cfDNA000091_S13-subsamp18M-s18_R1_001_val_1	600538	162.659	7.61	5.28	2573	693856	269.668	5.31	6.10	2732	637404	233.310	5.63	5.61	3337	649215	194.550	6.88	5.71	12334	2625748	212.887	25.43	22.58	3216	896585	278.789	6.63	7.89	2497	701032	280.750	5.15	6.17	3113	842943	270.782	6.42	7.42	2536	620422	244.646	5.23	5.46	11362	3120396	274.634	23.43	26.83	3256	684913	210.354	6.71	6.03	3615	1013045	280.234	7.45	8.91	3180	774597	243.584	6.56	6.81	2768	717250	259.122	5.71	6.31	12820	3266177	254.772	26.43	28.08		2170	376178	173.354	4.47	3.31	2677	643448	240.362	5.52	5.66	3794	928166	244.640	7.82	8.17	3345	587884	175.750	6.90	5.17	11986	2618597	218.471	24.71	22.51
lambda.cfDNA000092_S13-subsamp18M-s18_R1_001_val_1	2201994	596.423	7.61	5.33	2573	2531125	983.725	5.31	6.12	2732	2319911	849.162	5.63	5.61	3337	2359384	707.037	6.88	5.71	12334	9575073	776.315	25.43	22.64	3216	3250160	1010.622	6.63	7.86	2497	2538895	1016.778	5.15	6.14	3113	3055394	981.495	6.42	7.39	2536	2241736	883.965	5.23	5.42	11362	11305403	995.019	23.43	26.73	3256	2506753	769.887	6.71	6.06	3615	3669052	1014.952	7.45	8.88	3180	2850214	896.294	6.56	6.90	2768	2610208	942.994	5.71	6.31	12820	11905712	928.683	26.43	28.15		2170	1369401	631.060	4.47	3.31	2677	2324980	868.502	5.52	5.62	3794	3365051	886.940	7.82	8.14	3345	2139810	639.704	6.90	5.18	11986	9510015	793.427	24.71	22.48
lambda.cfDNA000093_S26-subsamp18M-s18_R1_001_val_1	1428936	387.036	7.61	5.27	2573	1658413	644.545	5.31	6.11	2732	1518530	555.831	5.63	5.60	3337	1546260	463.368	6.88	5.70	12334	6260619	507.590	25.43	22.54	3216	2147057	667.617	6.63	7.91	2497	1680037	672.822	5.15	6.19	3113	2012195	646.385	6.42	7.41	2536	1482144	584.442	5.23	5.46	11362	7464097	656.935	23.43	26.88	3256	1634130	501.883	6.71	6.02	3615	2425713	671.013	7.45	8.94	3180	1869098	587.767	6.56	6.89	2768	1703578	615.454	5.71	6.28	12820	7813497	609.477	26.43	28.13		2170	890941	410.572	4.47	3.28	2677	1537835	574.462	5.52	5.67	3794	2206977	581.702	7.82	8.13	3345	1397523	417.795	6.90	5.15	11986	6233890	520.098	24.71	22.45
lambda.cfDNA000094_S14-subsamp18M-s18_R1_001_val_1	320041	86.685	7.61	5.21	2573	376859	146.467	5.31	6.14	2732	343340	125.673	5.63	5.59	3337	347050	104.001	6.88	5.65	12334	1411475	114.438	25.43	22.46	3216	484249	150.575	6.63	7.89	2497	382639	153.239	5.15	6.23	3113	458006	147.127	6.42	7.46	2536	335396	132.254	5.23	5.46	11362	1692523	148.963	23.43	26.93	3256	370900	113.913	6.71	6.04	3615	550312	152.230	7.45	8.96	3180	425464	133.794	6.56	6.93	2768	386626	139.677	5.71	6.30	12820	1773770	138.360	26.43	28.23		2170	199629	91.995	4.47	3.25	2677	346512	129.440	5.52	5.64	3794	499917	131.765	7.82	8.14	3345	313718	93.787	6.90	5.11	11986	1406221	117.322	24.71	22.38
lambda.cfDNA000095_S14-subsamp18M-s18_R1_001_val_1	315736	85.519	7.61	5.26	2573	366718	142.525	5.31	6.10	2732	336711	123.247	5.63	5.60	3337	341136	102.228	6.88	5.68	12334	1383830	112.196	25.43	22.51	3216	474242	147.463	6.63	7.89	2497	372799	149.299	5.15	6.21	3113	445693	143.172	6.42	7.42	2536	328831	129.665	5.23	5.47	11362	1653110	145.495	23.43	26.89	3256	360345	110.671	6.71	6.00	3615	537374	148.651	7.45	8.94	3180	412232	129.633	6.56	6.86	2768	378202	136.634	5.71	6.30	12820	1727775	134.772	26.43	28.11		2170	197385	90.961	4.47	3.29	2677	340269	127.108	5.52	5.66	3794	489249	128.953	7.82	8.14	3345	310963	92.964	6.90	5.18	11986	1382373	115.332	24.71	22.49
lambda.cfDNA000096_S15-subsamp18M-s18_R1_001_val_1	2116682	573.316	7.61	5.26	2573	2459902	956.044	5.31	6.11	2732	2250119	823.616	5.63	5.59	3337	2285790	684.984	6.88	5.68	12334	9270013	751.582	25.43	22.52	3216	3166411	984.581	6.63	7.87	2497	2493753	998.700	5.15	6.20	3113	2989073	960.190	6.42	7.43	2536	2191506	864.159	5.23	5.45	11362	11053946	972.887	23.43	26.85	3256	2427384	745.511	6.71	6.03	3615	3594594	994.355	7.45	8.93	3180	2781285	874.618	6.56	6.91	2768	2540593	917.844	5.71	6.32	12820	11608556	905.504	26.43	28.20		2170	1322030	609.230	4.47	3.29	2677	2270188	848.034	5.52	5.64	3794	3272870	862.644	7.82	8.14	3345	2068667	618.436	6.90	5.14	11986	9238426	770.768	24.71	22.44
lambda.cfDNA000097_S27-subsamp18M-s18_R1_001_val_1	2004812	543.015	7.61	5.25	2573	2325141	903.669	5.31	6.09	2732	2137638	782.444	5.63	5.60	3337	2165440	648.918	6.88	5.67	12334	8784436	712.213	25.43	22.48	3216	3010709	936.166	6.63	7.88	2497	2374421	950.909	5.15	6.22	3113	2842085	912.973	6.42	7.44	2536	2087824	823.274	5.23	5.47	11362	10513503	925.322	23.43	26.90	3256	2297517	705.626	6.71	6.02	3615	3428324	948.361	7.45	8.98	3180	2635953	828.916	6.56	6.90	2768	2398383	866.468	5.71	6.28	12820	11013882	859.117	26.43	28.18		2170	1245669	574.041	4.47	3.26	2677	2158731	806.399	5.52	5.65	3794	3108877	819.419	7.82	8.14	3345	1967000	588.042	6.90	5.15	11986	8766052	731.358	24.71	22.43
lambda.cfDNA000098_S15-subsamp18M-s18_R1_001_val_1	1221833	330.941	7.61	5.25	2573	1424861	553.774	5.31	6.12	2732	1304176	477.370	5.63	5.60	3337	1317524	394.823	6.88	5.66	12334	5359888	434.562	25.43	22.48	3216	1826013	567.790	6.63	7.84	2497	1442497	577.692	5.15	6.19	3113	1735590	557.530	6.42	7.45	2536	1271076	501.213	5.23	5.46	11362	6398986	563.192	23.43	26.84	3256	1413337	434.072	6.71	6.07	3615	2085429	576.882	7.45	8.95	3180	1626437	511.458	6.56	6.98	2768	1465147	529.316	5.71	6.29	12820	6743089	525.982	26.43	28.29		2170	759688	350.087	4.47	3.26	2677	1311238	489.816	5.52	5.63	3794	1892527	498.821	7.82	8.12	3345	1196118	357.584	6.90	5.13	11986	5336876	445.259	24.71	22.39
lambda.cfDNA000099_S28-subsamp18M-s18_R1_001_val_1	87931	23.817	7.61	5.27	2573	101681	39.518	5.31	6.09	2732	93513	34.229	5.63	5.60	3337	93757	28.096	6.88	5.62	12334	383511	31.094	25.43	22.46	3216	131648	40.935	6.63	7.89	2497	103526	41.460	5.15	6.20	3113	125294	40.249	6.42	7.51	2536	90737	35.780	5.23	5.44	11362	459913	40.478	23.43	26.93	3256	99636	30.601	6.71	5.97	3615	150656	41.675	7.45	9.03	3180	115831	36.425	6.56	6.94	2768	105076	37.961	5.71	6.30	12820	482286	37.620	26.43	28.24		2170	54264	25.006	4.47	3.25	2677	94132	35.163	5.52	5.64	3794	135216	35.639	7.82	8.10	3345	85815	25.655	6.90	5.14	11986	381831	31.856	24.71	22.36
